id,monkey_id,iop,icp,torch_present,scan_shape,constructed_filepath,training,oct_present,tiff_present,original scan folder (OCT),original scan folder (tiff),original scan file,scan date,scan time,eyeball (od or os),scan area,scan notes,handler,eric notes,exists,mean_pixel_intensity_y,median_pixel_intensity_y,min_pixel_intensity_y,max_pixel_intensity_y,25th_pixel_intensity_y,75th_pixel_intensity_y,std_pixel_intensity_y
56,1,15,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/15/6.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/15,monkey_1_4.25.13/'raw bog and tiffs'/icplow/15,6,04/25/2013,14:56,OS,3x3,not centered,zixiao,,TRUE,34.7200012,30.1800003,0,231.300003,18.7299995,44.75,23.3799992
57,1,15,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/15/7.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/15,monkey_1_4.25.13/'raw bog and tiffs'/icplow/15,7,04/25/2013,14:58,OS,3x3,centered - good?,zixiao,,TRUE,33.8800011,29.8999996,0,223.199997,18.6200008,43.9199982,22.1299992
58,1,15,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/15/8.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/15,monkey_1_4.25.13/'raw bog and tiffs'/icplow/15,8,04/25/2013,14:59,OS,3x3,poor quality,zixiao,,TRUE,34.0699997,30.0100002,0,201.779999,18.6299992,44.4000015,22.0599995
59,1,5,6,FALSE,,,FALSE,TRUE,"""bad""",monkey_1_4.25.13/raw bog and tiffs/icplow/5,monkey_1_4.25.13/'raw bog and tiffs'/icplow/5,1,04/25/2013,15:01,OS,5x5,better,zixiao,,FALSE,,,,,,,
60,1,5,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/5/2.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/5,monkey_1_4.25.13/'raw bog and tiffs'/icplow/5,2,04/25/2013,15:03,OS,5x5,best?,zixiao,,TRUE,32.6699982,29.1100006,0,217.059998,18.1399994,42.9399986,20.4200001
61,1,5,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/5/3.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/5,monkey_1_4.25.13/'raw bog and tiffs'/icplow/5,3,04/25/2013,15:05,OS,5x5,,zixiao,,TRUE,35.5,29.8500004,0,202.320007,18.3899994,45.8400002,24.6599998
62,1,5,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/5/4.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/5,monkey_1_4.25.13/'raw bog and tiffs'/icplow/5,4,04/25/2013,15:06,OS,3x3,,zixiao,,TRUE,36.5099983,30.2999992,0,211.759995,18.6000004,46.8899994,26.0100002
63,1,5,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/5/5.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/5,monkey_1_4.25.13/'raw bog and tiffs'/icplow/5,5,04/25/2013,15:07,OS,3x3,,zixiao,,TRUE,35.3499985,30.4300003,0,215.960007,18.8299999,45.6100006,23.9099998
64,1,30,6,FALSE,,,FALSE,TRUE,"""bad""",monkey_1_4.25.13/raw bog and tiffs/icplow/30,monkey_1_4.25.13/'raw bog and tiffs'/icplow/30,1,04/25/2013,15:11,OS,3x3,poorish quality,zixiao,,FALSE,,,,,,,
65,1,30,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/30/2.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/30,monkey_1_4.25.13/'raw bog and tiffs'/icplow/30,2,04/25/2013,15:12,OS,5x5,,zixiao,,TRUE,35.2299995,29.9899998,0,194.259995,18.5599995,45.5999985,23.9500008
66,1,30,6,FALSE,,,FALSE,TRUE,"""bad""",monkey_1_4.25.13/raw bog and tiffs/icplow/30,monkey_1_4.25.13/'raw bog and tiffs'/icplow/30,3,04/25/2013,15:13,OS,5x5,,zixiao,,FALSE,,,,,,,
67,1,30,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/30/4.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/30,monkey_1_4.25.13/'raw bog and tiffs'/icplow/30,4,04/25/2013,15:15,OS,3x3,,zixiao,,TRUE,35.2999992,29.9300003,0,214.600006,18.4400005,45.4099998,24.5400009
68,1,30,6,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/30/5.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/30,monkey_1_4.25.13/'raw bog and tiffs'/icplow/30,5,04/25/2013,15:16,OS,3x3,,zixiao,,TRUE,35.3300018,29.9500008,0,212.600006,18.4500008,45.4399986,24.5499992
69,1,50,7,TRUE,"[512, 512, 2048]",monkey_1_4.25.13/raw bog and tiffs/icplow/50/1.oct,TRUE,TRUE,TRUE,monkey_1_4.25.13/raw bog and tiffs/icplow/50,monkey_1_4.25.13/'raw bog and tiffs'/icplow/50,1,04/25/2013,15:17,OS,5x5,,zixiao,,TRUE,34.5299988,29.6299992,0,196.960007,18.2999992,44.6699982,23.3999996
